31,9,46
18,100,22
94,30,18
91,68,28
68,50,80
64,23,54
38,37,20
20,15,82
46,42,74
65,34,17
93,36,70
76,61,86
91,48,65
59,42,50
99,13,34
14,25,10
27,23,100
92,57,56
44,55,45
97,97,33
80,29,50
19,58,12
90,4,60
32,50,96
40,16,98
9,48,64
59,28,95
72,47,4
99,38,42
68,8,84
46,72,54
25,42,80
59,77,10
27,23,95
97,83,4
55,1,64
70,64,42
5,87,3
86,87,24
97,53,19
1,32,89
22,55,78
22,55,4
42,100,3
89,27,21
4,44,69
89,73,100
57,44,98
53,21,59
23,19,42
77,25,35
23,28,12
80,79,90
100,14,42
94,31,55
86,99,27
84,87,74
18,79,27
59,33,41
66,70,89
19,71,90
2,71,44
83,95,53
66,35,38
43,61,51
27,51,100
6,48,64
50,9,46
6,15,91
97,28,69
54,67,68
17,69,86
51,18,83
31,26,17
31,52,41
99,45,95
20,10,90
56,41,24
85,51,36
6,51,97
9,84,80
95,58,65
61,95,88
60,29,90
46,58,94
73,66,80
35,50,31
20,33,10
65,61,81
74,17,94
90,35,40
61,24,40
24,8,49
63,15,1
22,21,79
52,41,92
54,93,81
14,62,41
62,38,90
49,22,72
85,33,27
79,30,89
3,63,19
53,64,16
63,11,27
79,33,99
35,71,54
30,20,56
19,21,6
8,58,57
20,22,96
22,67,29
36,18,11
70,53,4
47,39,91
25,15,63
81,76,13
83,63,53
81,42,51
71,38,65
85,66,83
44,82,19
16,30,65
13,6,39
63,55,16
14,80,83
35,6,34
38,10,13
13,54,98
56,43,60
27,71,30
71,28,78
91,64,54
19,1,69
7,52,68
98,98,30
12,45,10
62,47,96
55,46,33
95,91,43
27,19,90
56,5,99
30,29,3
48,50,28
65,90,30
34,84,43
81,62,87
66,94,49
74,98,69
88,95,37
57,56,85
40,79,83
7,71,57
11,37,32
88,13,28
38,93,22
21,12,52
62,90,67
71,21,41
94,19,25
89,4,96
7,89,98
35,42,2
51,31,40
60,44,7
4,55,91
1,36,69
80,74,2
40,14,7
64,19,83
94,70,24
43,38,32
33,33,50
91,11,43
96,28,88
52,61,81
63,49,41
14,32,20
61,80,48
100,49,88
67,93,55
63,96,98
94,49,44
72,8,85
76,95,45
48,73,94
70,28,70
50,6,5
85,59,34
76,18,64
67,85,28
6,25,59
77,76,32
69,62,40
14,18,95
73,73,49
28,49,59
6,4,98
32,96,58
44,49,23
54,18,34
61,6,83
55,99,8
36,2,11
92,51,22
37,77,31
36,33,5
55,2,7
56,8,41
29,49,2
85,43,69
84,78,23
65,33,39
17,40,38
96,15,29
98,8,20
90,50,17
96,18,100
59,43,62
7,51,77
7,63,96
51,15,7
55,20,83
60,44,30
86,10,22
98,5,39
75,80,4
50,58,68
53,83,4
25,55,35
55,6,72
32,8,71
47,83,14
45,54,13
48,87,10
73,81,72
32,9,35
88,91,60
26,59,1
92,14,51
73,31,45
34,14,92
14,61,53
84,1,31
69,3,71
26,75,20
90,9,91
40,59,68
18,2,68
67,39,94
52,66,97
74,55,51
40,41,17
73,75,72
27,94,90
11,91,67
44,89,47
54,20,93
20,95,51
14,55,25
57,13,11
66,49,9
77,74,82
77,83,86
51,14,58
39,65,13
38,2,46
6,33,37
8,67,33
25,69,23
96,44,36
19,41,65
11,11,23
82,71,52
78,58,61
53,91,19
8,69,21
74,43,11
71,51,10
78,55,79
46,35,51
12,64,52
58,87,97
12,89,45
85,96,92
61,89,72
11,71,57
22,2,65
37,12,14
88,78,24
86,41,78
22,59,50
100,95,16
65,26,49
52,15,72
38,52,45
47,60,23
91,65,49
82,6,79
86,36,77
72,80,56
47,28,68
52,16,13
31,2,96
87,86,96
25,72,62
2,97,46
73,3,98
5,40,14
80,13,8
7,20,80
35,6,20
69,90,31
19,88,19
83,54,63
8,20,59
47,23,16
51,49,48
69,52,97
8,39,73
70,40,63
26,13,74
47,66,81
91,72,68
47,13,25
37,93,78
3,84,80
100,95,43
20,99,11
47,1,63
58,81,9
5,82,50
74,28,90
2,87,26
36,62,33
98,15,33
16,29,3
3,58,17
13,58,58
90,90,17
47,7,16
75,11,41
75,99,20
22,14,80
69,24,38
80,40,48
67,96,76
88,14,99
58,9,12
62,55,96
4,18,15
4,34,42
57,20,92
91,49,59
9,87,66
25,79,70
15,89,64
44,93,46
82,96,91
87,42,23
45,99,11
32,25,92
24,72,19
37,10,49
72,14,71
80,44,18
46,78,11
93,74,58
3,38,38
80,10,12
24,86,29
1,61,2
30,47,56
5,26,5
63,96,3
34,12,44
25,11,23
78,73,36
30,63,91
75,80,25
34,1,91
75,93,67
11,23,41
18,68,13
29,16,87
59,19,67
90,40,90
56,31,73
73,45,64
97,9,23
25,11,7
31,68,77
83,67,75
31,18,98
23,90,30
21,11,22
75,38,44
5,42,2
1,37,55
40,15,67
27,69,93
83,77,68
25,60,24
30,51,13
38,94,7
99,32,41
68,91,98
20,48,66
25,49,23
61,99,37
21,91,25
81,41,75
2,10,17
83,53,15
24,91,24
68,79,53
74,20,4
30,72,38
81,57,46
70,78,41
50,92,100
81,79,17
47,30,31
17,40,21
40,38,39
11,29,90
47,2,29
59,14,92
40,1,66
54,39,52
10,93,73
7,90,33
27,10,72
54,5,34
6,48,97
68,68,22
2,44,15
20,39,76
41,98,65
78,36,92
24,42,77
2,4,26
66,51,23
27,67,91
2,100,70
59,19,30
100,94,66
36,87,64
66,55,55
48,71,88
10,32,19
52,28,77
44,51,13
8,65,63
29,51,60
27,79,49
13,8,25
91,66,16
89,59,1
87,61,84
16,74,36
24,25,8
78,79,88
63,33,61
51,39,82
44,65,18
43,78,44
53,6,35
34,29,5
23,81,21
26,26,100
49,52,9
96,85,66
59,39,55
45,87,49
27,64,26
56,5,16
4,5,36
90,41,81
43,84,4
94,13,10
60,9,12
70,80,46
76,58,26
11,85,32
38,92,76
82,95,28
57,58,87
13,4,58
61,31,54
35,26,80
61,62,48
78,9,44
15,66,90
40,86,61
77,27,51
80,66,56
52,13,16
1,55,26
68,100,30
90,94,87
37,73,86
53,59,55
36,45,97
15,21,34
8,19,29
37,63,46
2,7,62
33,97,17
81,63,10
30,87,83
70,50,23
63,6,55
85,11,99
95,90,30
7,65,19
75,38,61
2,27,2
2,77,33
59,4,29
77,7,4
73,36,29
84,98,50
29,54,90
53,13,71
99,59,97
12,91,80
56,19,37
41,36,49
89,16,62
11,22,94
34,59,47
16,74,26
77,26,67
75,70,43
27,70,11
54,7,43
58,75,27
56,15,46
74,95,17
49,29,30
29,67,88
79,38,46
80,24,43
94,41,83
72,83,91
46,77,36
80,3,1
41,97,37
6,45,97
46,19,34
69,63,26
71,14,27
52,54,49
17,92,15
46,32,76
7,34,92
54,1,95
7,24,48
66,26,56
30,28,53
58,55,97
64,51,56
62,17,12
60,100,89
19,77,45
85,90,49
35,48,47
95,13,8
69,24,78
10,61,3
33,96,44
64,23,93
75,29,30
64,70,4
84,18,72
43,9,49
22,28,11
40,57,45
48,73,83
34,40,70
11,71,22
75,51,83
89,38,78
27,43,29
37,19,14
96,15,41
49,53,94
38,71,97
55,66,42
87,71,53
32,61,56
50,94,50
73,32,36
98,73,65
21,68,53
65,65,8
33,55,69
63,34,2
68,73,83
66,52,94
49,74,32
38,81,82
60,79,64
19,87,93
23,40,79
6,22,8
47,97,81
47,43,77
24,93,35
28,63,82
97,62,83
20,15,44
84,16,100
13,53,84
18,99,9
57,94,89
41,33,72
2,85,56
66,87,25
99,45,84
74,11,9
57,20,42
46,56,78
24,19,14
37,34,86
74,29,51
10,15,24
6,31,53
20,30,85
31,90,44
23,5,17
59,22,20
21,16,63
7,42,40
33,14,35
92,65,35
90,39,40
89,3,71
5,67,93
72,56,9
14,38,17
78,80,89
58,29,32
65,80,78
92,1,7
48,35,11
8,83,67
22,97,56
52,20,92
5,81,15
51,49,41
96,46,32
63,35,34
84,94,26
43,40,32
88,49,55
29,17,17
84,34,57
1,90,47
24,24,79
49,50,6
95,30,16
21,98,53
56,87,77
